song_id,artist_id,artist,song,date,weeks_on_chart,peak_rank,additional_artists
1272848,183845,The Kid LAROI,Stay,2021-11-06,16,1,
1272848,183845,The Kid LAROI,Stay,2021-10-30,15,1,
1272848,183845,The Kid LAROI,Stay,2021-10-23,14,1,
1272848,183845,The Kid LAROI,Stay,2021-10-16,13,1,
1272848,183845,The Kid LAROI,Stay,2021-10-09,12,1,
1272848,183845,The Kid LAROI,Stay,2021-10-02,11,1,
1272848,183845,The Kid LAROI,Stay,2021-09-25,10,1,
1272848,183845,The Kid LAROI,Stay,2021-09-18,9,1,
1272848,183845,The Kid LAROI,Stay,2021-09-11,8,1,
1272848,183845,The Kid LAROI,Stay,2021-09-04,7,1,
1272848,183845,The Kid LAROI,Stay,2021-08-28,6,1,
1272848,183845,The Kid LAROI,Stay,2021-08-21,5,1,
1272848,183845,The Kid LAROI,Stay,2021-08-14,4,1,
1272848,183845,The Kid LAROI,Stay,2021-08-07,3,3,
1272848,183845,The Kid LAROI,Stay,2021-07-31,2,3,
1272848,183845,The Kid LAROI,Stay,2021-07-24,1,3,
1274683,168445,Lil Nas X,Industry Baby,2021-11-06,14,1,
1274683,168445,Lil Nas X,Industry Baby,2021-10-30,13,1,
1274683,168445,Lil Nas X,Industry Baby,2021-10-23,12,1,
1274683,168445,Lil Nas X,Industry Baby,2021-10-16,11,2,
1274683,168445,Lil Nas X,Industry Baby,2021-10-09,10,2,
1274683,168445,Lil Nas X,Industry Baby,2021-10-02,9,2,
1274683,168445,Lil Nas X,Industry Baby,2021-09-25,8,2,
1274683,168445,Lil Nas X,Industry Baby,2021-09-18,7,2,
1274683,168445,Lil Nas X,Industry Baby,2021-09-11,6,2,
1274683,168445,Lil Nas X,Industry Baby,2021-09-04,5,2,
1274683,168445,Lil Nas X,Industry Baby,2021-08-28,4,2,
1274683,168445,Lil Nas X,Industry Baby,2021-08-21,3,2,
1274683,168445,Lil Nas X,Industry Baby,2021-08-14,2,2,
1274683,168445,Lil Nas X,Industry Baby,2021-08-07,1,2,
1281326,104286,Drake,Way 2 Sexy,2021-11-06,8,1,
1281326,104286,Drake,Way 2 Sexy,2021-10-30,7,1,
1281326,104286,Drake,Way 2 Sexy,2021-10-23,6,1,
1281326,104286,Drake,Way 2 Sexy,2021-10-16,5,1,
1281326,104286,Drake,Way 2 Sexy,2021-10-09,4,1,
1281326,104286,Drake,Way 2 Sexy,2021-10-02,3,1,
1281326,104286,Drake,Way 2 Sexy,2021-09-25,2,1,
1281326,104286,Drake,Way 2 Sexy,2021-09-18,1,1,
1196234,139318,Dua Lipa,Levitating,2021-08-14,44,2,
1196234,139318,Dua Lipa,Levitating,2021-08-07,43,2,
1196234,139318,Dua Lipa,Levitating,2021-07-31,42,2,
1196234,139318,Dua Lipa,Levitating,2021-07-24,41,2,
1196234,139318,Dua Lipa,Levitating,2021-07-17,40,2,
1196234,139318,Dua Lipa,Levitating,2021-07-03,38,2,
1196234,139318,Dua Lipa,Levitating,2021-06-19,36,2,
1196234,139318,Dua Lipa,Levitating,2021-06-12,35,2,
1196234,139318,Dua Lipa,Levitating,2021-05-29,33,2,
1196234,139318,Dua Lipa,Levitating,2021-05-22,32,2,
1196234,139318,Dua Lipa,Levitating,2021-05-15,31,4,
1196234,139318,Dua Lipa,Levitating,2021-05-08,30,5,
1196234,139318,Dua Lipa,Levitating,2021-05-01,29,5,
1196234,139318,Dua Lipa,Levitating,2021-04-24,28,5,
1196234,139318,Dua Lipa,Levitating,2021-04-17,27,5,
1234012,131720,Wizkid,Essence,2021-11-06,17,9,
1234012,131720,Wizkid,Essence,2021-10-30,16,9,
1234012,131720,Wizkid,Essence,2021-10-23,15,9,
1234012,131720,Wizkid,Essence,2021-10-16,14,10,
1234012,131720,Wizkid,Essence,2021-10-09,13,11,
1234012,131720,Wizkid,Essence,2021-10-02,12,13,
1234012,131720,Wizkid,Essence,2021-09-25,11,13,
1234012,131720,Wizkid,Essence,2021-09-18,10,13,
1234012,131720,Wizkid,Essence,2021-09-11,9,13,
1234012,131720,Wizkid,Essence,2021-09-04,8,13,
1234012,131720,Wizkid,Essence,2021-08-28,7,16,
1234012,131720,Wizkid,Essence,2021-08-21,6,44,
1234012,131720,Wizkid,Essence,2021-08-14,5,54,
1234012,131720,Wizkid,Essence,2021-08-07,4,59,
1234012,131720,Wizkid,Essence,2021-07-31,3,67,
1234012,131720,Wizkid,Essence,2021-07-24,2,72,
1234012,131720,Wizkid,Essence,2021-07-17,1,82,
1257647,162423,Doja Cat,Kiss Me More,2021-11-06,29,3,
1257647,162423,Doja Cat,Kiss Me More,2021-10-30,28,3,
1257647,162423,Doja Cat,Kiss Me More,2021-10-23,27,3,
1257647,162423,Doja Cat,Kiss Me More,2021-10-16,26,3,
1257647,162423,Doja Cat,Kiss Me More,2021-10-09,25,3,
1257647,162423,Doja Cat,Kiss Me More,2021-10-02,24,3,
1257647,162423,Doja Cat,Kiss Me More,2021-09-25,23,3,
1257647,162423,Doja Cat,Kiss Me More,2021-09-18,22,3,
1257647,162423,Doja Cat,Kiss Me More,2021-09-11,21,3,
1257647,162423,Doja Cat,Kiss Me More,2021-09-04,20,3,
1257647,162423,Doja Cat,Kiss Me More,2021-08-28,19,3,
1257647,162423,Doja Cat,Kiss Me More,2021-08-21,18,3,
1257647,162423,Doja Cat,Kiss Me More,2021-08-14,17,3,
1257647,162423,Doja Cat,Kiss Me More,2021-08-07,16,3,
1257647,162423,Doja Cat,Kiss Me More,2021-07-31,15,3,
1257647,162423,Doja Cat,Kiss Me More,2021-07-24,14,3,
1257647,162423,Doja Cat,Kiss Me More,2021-07-17,13,3,
1257647,162423,Doja Cat,Kiss Me More,2021-07-10,12,3,
1257647,162423,Doja Cat,Kiss Me More,2021-07-03,11,4,
1257647,162423,Doja Cat,Kiss Me More,2021-06-26,10,4,
1257647,162423,Doja Cat,Kiss Me More,2021-06-19,9,5,
1257647,162423,Doja Cat,Kiss Me More,2021-06-12,8,5,
1257647,162423,Doja Cat,Kiss Me More,2021-06-05,7,5,
1257647,162423,Doja Cat,Kiss Me More,2021-05-29,6,5,
1257647,162423,Doja Cat,Kiss Me More,2021-05-22,5,5,
1257647,162423,Doja Cat,Kiss Me More,2021-05-15,4,5,
1257647,162423,Doja Cat,Kiss Me More,2021-05-08,3,6,
1257647,162423,Doja Cat,Kiss Me More,2021-05-01,2,7,
1257647,162423,Doja Cat,Kiss Me More,2021-04-24,1,7,
1278099,9,Elton John,Cold Heart (PNAU Remix),2021-11-06,8,15,
1278099,9,Elton John,Cold Heart (PNAU Remix),2021-10-30,7,21,
1278099,9,Elton John,Cold Heart (PNAU Remix),2021-10-23,6,25,
1278099,9,Elton John,Cold Heart (PNAU Remix),2021-10-16,5,32,
1278099,9,Elton John,Cold Heart (PNAU Remix),2021-10-09,4,46,
1278099,9,Elton John,Cold Heart (PNAU Remix),2021-10-02,3,74,
1278099,9,Elton John,Cold Heart (PNAU Remix),2021-09-25,2,81,
1278099,9,Elton John,Cold Heart (PNAU Remix),2021-08-28,1,81,
1270465,162423,Doja Cat,You Right,2021-11-06,18,11,
1270465,162423,Doja Cat,You Right,2021-10-30,17,11,
1270465,162423,Doja Cat,You Right,2021-10-23,16,11,
1270465,162423,Doja Cat,You Right,2021-10-16,15,11,
1270465,162423,Doja Cat,You Right,2021-10-09,14,11,
1270465,162423,Doja Cat,You Right,2021-10-02,13,11,
1270465,162423,Doja Cat,You Right,2021-09-25,12,11,
1270465,162423,Doja Cat,You Right,2021-09-18,11,11,
1270465,162423,Doja Cat,You Right,2021-09-11,10,11,
1270465,162423,Doja Cat,You Right,2021-09-04,9,11,
1270465,162423,Doja Cat,You Right,2021-08-28,8,11,
1270465,162423,Doja Cat,You Right,2021-08-21,7,11,
1270465,162423,Doja Cat,You Right,2021-08-14,6,11,
1270465,162423,Doja Cat,You Right,2021-08-07,5,11,
1270465,162423,Doja Cat,You Right,2021-07-31,4,11,
1270465,162423,Doja Cat,You Right,2021-07-24,3,11,
1270465,162423,Doja Cat,You Right,2021-07-17,2,11,
1270465,162423,Doja Cat,You Right,2021-07-10,1,11,
1195199,116870,The Weeknd,Save Your Tears,2021-11-06,46,1,
1195199,116870,The Weeknd,Save Your Tears,2021-10-30,45,1,
1195199,116870,The Weeknd,Save Your Tears,2021-10-23,44,1,
1195199,116870,The Weeknd,Save Your Tears,2021-10-16,43,1,
1195199,116870,The Weeknd,Save Your Tears,2021-10-09,42,1,
1195199,116870,The Weeknd,Save Your Tears,2021-10-02,41,1,
1195199,116870,The Weeknd,Save Your Tears,2021-09-25,40,1,
1195199,116870,The Weeknd,Save Your Tears,2021-09-18,39,1,
1195199,116870,The Weeknd,Save Your Tears,2021-09-11,38,1,
1195199,116870,The Weeknd,Save Your Tears,2021-09-04,37,1,
1195199,116870,The Weeknd,Save Your Tears,2021-08-28,36,1,
1195199,116870,The Weeknd,Save Your Tears,2021-08-21,35,1,
1195199,116870,The Weeknd,Save Your Tears,2021-08-14,34,1,
1195199,116870,The Weeknd,Save Your Tears,2021-08-07,33,1,
1195199,116870,The Weeknd,Save Your Tears,2021-07-31,32,1,
1195199,116870,The Weeknd,Save Your Tears,2021-07-24,31,1,
1195199,116870,The Weeknd,Save Your Tears,2021-07-17,30,1,
1195199,116870,The Weeknd,Save Your Tears,2021-07-10,29,1,
1195199,116870,The Weeknd,Save Your Tears,2021-07-03,28,1,
1195199,116870,The Weeknd,Save Your Tears,2021-06-26,27,1,
1195199,116870,The Weeknd,Save Your Tears,2021-06-19,26,1,
1195199,116870,The Weeknd,Save Your Tears,2021-06-12,25,1,
1195199,116870,The Weeknd,Save Your Tears,2021-06-05,24,1,
1195199,116870,The Weeknd,Save Your Tears,2021-05-29,23,1,
1195199,116870,The Weeknd,Save Your Tears,2021-05-22,22,1,
1195199,116870,The Weeknd,Save Your Tears,2021-05-15,21,1,
1195199,116870,The Weeknd,Save Your Tears,2021-05-08,20,1,
1195199,116870,The Weeknd,Save Your Tears,2021-04-10,16,4,
1195199,116870,The Weeknd,Save Your Tears,2021-04-03,15,4,
1195199,116870,The Weeknd,Save Your Tears,2021-03-27,14,4,
1195199,116870,The Weeknd,Save Your Tears,2021-03-20,13,4,
1195199,116870,The Weeknd,Save Your Tears,2021-03-13,12,4,
1195199,116870,The Weeknd,Save Your Tears,2021-03-06,11,4,
1195199,116870,The Weeknd,Save Your Tears,2021-02-27,10,4,
1195199,116870,The Weeknd,Save Your Tears,2021-02-20,9,4,
1195199,116870,The Weeknd,Save Your Tears,2021-02-13,8,8,
1195199,116870,The Weeknd,Save Your Tears,2021-02-06,7,14,
1195199,116870,The Weeknd,Save Your Tears,2021-01-30,6,20,
1195199,116870,The Weeknd,Save Your Tears,2021-01-23,5,21,
1195199,116870,The Weeknd,Save Your Tears,2021-01-16,4,41,
1195199,116870,The Weeknd,Save Your Tears,2021-01-09,3,41,
1195199,116870,The Weeknd,Save Your Tears,2020-04-11,2,41,
1195199,116870,The Weeknd,Save Your Tears,2020-04-04,1,41,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-11-06,14,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-10-30,13,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-10-23,12,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-10-16,11,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-10-09,10,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-10-02,9,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-09-25,8,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-09-18,7,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-09-11,6,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-09-04,5,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-08-28,4,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-08-21,3,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-08-14,2,15,
1275100,89161,Jason Aldean,If I Didn't Love You,2021-08-07,1,15,
1284531,80615,Coldplay,My Universe,2021-11-06,5,1,
1284531,80615,Coldplay,My Universe,2021-10-30,4,1,
1284531,80615,Coldplay,My Universe,2021-10-23,3,1,
1284531,80615,Coldplay,My Universe,2021-10-16,2,1,
1284531,80615,Coldplay,My Universe,2021-10-09,1,1,
1252236,196462,Nardo Wick,Who Want Smoke??,2021-11-06,3,17,
1252236,196462,Nardo Wick,Who Want Smoke??,2021-10-30,2,17,
1252236,196462,Nardo Wick,Who Want Smoke??,2021-10-23,1,17,
1281644,104286,Drake,Knife Talk,2021-11-06,8,4,
1281644,104286,Drake,Knife Talk,2021-10-30,7,4,
1281644,104286,Drake,Knife Talk,2021-10-23,6,4,
1281644,104286,Drake,Knife Talk,2021-10-16,5,4,
1281644,104286,Drake,Knife Talk,2021-10-09,4,4,
1281644,104286,Drake,Knife Talk,2021-10-02,3,4,
1281644,104286,Drake,Knife Talk,2021-09-25,2,4,
1281644,104286,Drake,Knife Talk,2021-09-18,1,5,
1249365,145361,Ryan Hurd,Chasing After You,2021-11-06,26,23,
1249365,145361,Ryan Hurd,Chasing After You,2021-10-30,25,23,
1249365,145361,Ryan Hurd,Chasing After You,2021-10-23,24,23,
1249365,145361,Ryan Hurd,Chasing After You,2021-10-16,23,24,
1249365,145361,Ryan Hurd,Chasing After You,2021-10-09,22,27,
1249365,145361,Ryan Hurd,Chasing After You,2021-10-02,21,32,
1249365,145361,Ryan Hurd,Chasing After You,2021-09-25,20,34,
1249365,145361,Ryan Hurd,Chasing After You,2021-09-18,19,34,
1249365,145361,Ryan Hurd,Chasing After You,2021-09-11,18,34,
1249365,145361,Ryan Hurd,Chasing After You,2021-09-04,17,34,
1249365,145361,Ryan Hurd,Chasing After You,2021-08-28,16,44,
1249365,145361,Ryan Hurd,Chasing After You,2021-08-21,15,46,
1249365,145361,Ryan Hurd,Chasing After You,2021-08-14,14,46,
1249365,145361,Ryan Hurd,Chasing After You,2021-08-07,13,48,
1249365,145361,Ryan Hurd,Chasing After You,2021-07-31,12,56,
1249365,145361,Ryan Hurd,Chasing After You,2021-07-24,11,56,
1249365,145361,Ryan Hurd,Chasing After You,2021-07-17,10,62,
1249365,145361,Ryan Hurd,Chasing After You,2021-07-10,9,77,
1249365,145361,Ryan Hurd,Chasing After You,2021-07-03,8,78,
1249365,145361,Ryan Hurd,Chasing After You,2021-06-19,7,87,
1249365,145361,Ryan Hurd,Chasing After You,2021-06-12,6,87,
1249365,145361,Ryan Hurd,Chasing After You,2021-06-05,5,87,
1249365,145361,Ryan Hurd,Chasing After You,2021-05-29,4,87,
1249365,145361,Ryan Hurd,Chasing After You,2021-05-22,3,90,
1249365,145361,Ryan Hurd,Chasing After You,2021-05-08,2,91,
1249365,145361,Ryan Hurd,Chasing After You,2021-05-01,1,91,
1281323,104286,Drake,Girls Want Girls,2021-11-06,8,2,
1281323,104286,Drake,Girls Want Girls,2021-10-30,7,2,
1281323,104286,Drake,Girls Want Girls,2021-10-23,6,2,
1281323,104286,Drake,Girls Want Girls,2021-10-16,5,2,
1281323,104286,Drake,Girls Want Girls,2021-10-09,4,2,
1281323,104286,Drake,Girls Want Girls,2021-10-02,3,2,
1281323,104286,Drake,Girls Want Girls,2021-09-25,2,2,
1281323,104286,Drake,Girls Want Girls,2021-09-18,1,2,
1289969,108800,Swedish House Mafia,Moth To A Flame,2021-11-06,1,27,
1289563,184203,Bryson Gray,Let's Go Brandon,2021-11-06,1,28,
1286037,143628,NEIKED,Better Days,2021-11-06,2,35,
1286037,143628,NEIKED,Better Days,2021-10-30,1,57,
1265049,153028,Jordan Davis,Buy Dirt,2021-11-06,12,34,
1265049,153028,Jordan Davis,Buy Dirt,2021-10-30,11,34,
1265049,153028,Jordan Davis,Buy Dirt,2021-10-23,10,40,
1265049,153028,Jordan Davis,Buy Dirt,2021-10-16,9,43,
1265049,153028,Jordan Davis,Buy Dirt,2021-10-09,8,51,
1265049,153028,Jordan Davis,Buy Dirt,2021-10-02,7,51,
1265049,153028,Jordan Davis,Buy Dirt,2021-09-25,6,51,
1265049,153028,Jordan Davis,Buy Dirt,2021-09-18,5,74,
1265049,153028,Jordan Davis,Buy Dirt,2021-09-11,4,76,
1265049,153028,Jordan Davis,Buy Dirt,2021-09-04,3,76,
1265049,153028,Jordan Davis,Buy Dirt,2021-08-28,2,76,
1265049,153028,Jordan Davis,Buy Dirt,2021-08-21,1,82,
1252282,107277,Bruno Mars,Leave The Door Open,2021-11-06,34,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-10-30,33,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-10-23,32,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-10-16,31,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-10-09,30,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-10-02,29,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-09-25,28,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-09-18,27,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-09-11,26,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-09-04,25,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-08-28,24,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-08-21,23,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-08-14,22,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-08-07,21,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-07-31,20,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-07-24,19,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-07-17,18,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-07-10,17,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-07-03,16,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-06-26,15,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-06-19,14,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-06-12,13,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-06-05,12,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-05-29,11,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-05-22,10,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-05-15,9,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-05-08,8,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-05-01,7,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-04-24,6,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-04-17,5,1,
1252282,107277,Bruno Mars,Leave The Door Open,2021-04-10,4,2,
1252282,107277,Bruno Mars,Leave The Door Open,2021-04-03,3,2,
1252282,107277,Bruno Mars,Leave The Door Open,2021-03-27,2,2,
1252282,107277,Bruno Mars,Leave The Door Open,2021-03-20,1,4,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-11-06,11,43,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-10-30,10,51,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-10-23,9,55,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-10-16,8,57,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-10-09,7,76,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-10-02,6,81,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-09-25,5,91,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-09-18,4,91,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-09-11,3,91,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-09-04,2,91,
1185653,117580,Dustin Lynch,Thinking 'Bout You,2021-08-28,1,91,
1288873,128158,Young Thug,Bubbly,2021-11-06,2,20,
1288873,128158,Young Thug,Bubbly,2021-10-30,1,20,
1273987,149295,Normani,Wild Side,2021-11-06,15,14,
1273987,149295,Normani,Wild Side,2021-10-30,14,14,
1273987,149295,Normani,Wild Side,2021-10-23,13,14,
1273987,149295,Normani,Wild Side,2021-10-16,12,14,
1273987,149295,Normani,Wild Side,2021-10-09,11,14,
1273987,149295,Normani,Wild Side,2021-10-02,10,14,
1273987,149295,Normani,Wild Side,2021-09-25,9,14,
1273987,149295,Normani,Wild Side,2021-09-18,8,14,
1273987,149295,Normani,Wild Side,2021-09-11,7,14,
1273987,149295,Normani,Wild Side,2021-09-04,6,14,
1273987,149295,Normani,Wild Side,2021-08-28,5,14,
1273987,149295,Normani,Wild Side,2021-08-21,4,14,
1273987,149295,Normani,Wild Side,2021-08-14,3,14,
1273987,149295,Normani,Wild Side,2021-08-07,2,14,
1273987,149295,Normani,Wild Side,2021-07-31,1,14,
1280195,106926,Meek Mill,Sharing Locations,2021-11-06,9,22,
1280195,106926,Meek Mill,Sharing Locations,2021-10-30,8,22,
1280195,106926,Meek Mill,Sharing Locations,2021-10-23,7,22,
1280195,106926,Meek Mill,Sharing Locations,2021-10-16,6,22,
1280195,106926,Meek Mill,Sharing Locations,2021-10-09,5,22,
1280195,106926,Meek Mill,Sharing Locations,2021-10-02,4,22,
1280195,106926,Meek Mill,Sharing Locations,2021-09-25,3,22,
1280195,106926,Meek Mill,Sharing Locations,2021-09-18,2,22,
1280195,106926,Meek Mill,Sharing Locations,2021-09-11,1,22,
1280197,182241,Baby Keem,Family Ties,2021-11-06,9,18,
1280197,182241,Baby Keem,Family Ties,2021-10-30,8,18,
1280197,182241,Baby Keem,Family Ties,2021-10-23,7,18,
1280197,182241,Baby Keem,Family Ties,2021-10-16,6,18,
1280197,182241,Baby Keem,Family Ties,2021-10-09,5,18,
1280197,182241,Baby Keem,Family Ties,2021-10-02,4,18,
1280197,182241,Baby Keem,Family Ties,2021-09-25,3,18,
1280197,182241,Baby Keem,Family Ties,2021-09-18,2,18,
1280197,182241,Baby Keem,Family Ties,2021-09-11,1,18,
1281324,104286,Drake,Fair Trade,2021-11-06,8,3,
1281324,104286,Drake,Fair Trade,2021-10-30,7,3,
1281324,104286,Drake,Fair Trade,2021-10-23,6,3,
1281324,104286,Drake,Fair Trade,2021-10-16,5,3,
1281324,104286,Drake,Fair Trade,2021-10-09,4,3,
1281324,104286,Drake,Fair Trade,2021-10-02,3,3,
1281324,104286,Drake,Fair Trade,2021-09-25,2,3,
1281324,104286,Drake,Fair Trade,2021-09-18,1,3,
1240697,188972,Blxst,Chosen,2021-11-06,5,56,
1240697,188972,Blxst,Chosen,2021-10-30,4,63,
1240697,188972,Blxst,Chosen,2021-10-23,3,65,
1240697,188972,Blxst,Chosen,2021-10-16,2,80,
1240697,188972,Blxst,Chosen,2021-10-09,1,98,
1268921,155900,Yung Bleu,Baddest,2021-11-06,13,56,
1268921,155900,Yung Bleu,Baddest,2021-10-30,12,56,
1268921,155900,Yung Bleu,Baddest,2021-10-23,11,56,
1268921,155900,Yung Bleu,Baddest,2021-10-16,10,56,
1268921,155900,Yung Bleu,Baddest,2021-10-09,9,77,
1268921,155900,Yung Bleu,Baddest,2021-10-02,8,78,
1268921,155900,Yung Bleu,Baddest,2021-09-25,7,80,
1268921,155900,Yung Bleu,Baddest,2021-09-18,6,80,
1268921,155900,Yung Bleu,Baddest,2021-09-11,5,80,
1268921,155900,Yung Bleu,Baddest,2021-09-04,4,80,
1268921,155900,Yung Bleu,Baddest,2021-08-28,3,80,
1268921,155900,Yung Bleu,Baddest,2021-08-21,2,87,
1268921,155900,Yung Bleu,Baddest,2021-08-14,1,87,
1273002,133346,Kane Brown,Memory,2021-11-06,16,50,
1273002,133346,Kane Brown,Memory,2021-10-30,15,50,
1273002,133346,Kane Brown,Memory,2021-10-23,14,50,
1273002,133346,Kane Brown,Memory,2021-10-16,13,50,
1273002,133346,Kane Brown,Memory,2021-10-09,12,50,
1273002,133346,Kane Brown,Memory,2021-10-02,11,50,
1273002,133346,Kane Brown,Memory,2021-09-25,10,50,
1273002,133346,Kane Brown,Memory,2021-09-18,9,50,
1273002,133346,Kane Brown,Memory,2021-09-11,8,50,
1273002,133346,Kane Brown,Memory,2021-09-04,7,50,
1273002,133346,Kane Brown,Memory,2021-08-28,6,50,
1273002,133346,Kane Brown,Memory,2021-08-21,5,50,
1273002,133346,Kane Brown,Memory,2021-08-14,4,50,
1273002,133346,Kane Brown,Memory,2021-08-07,3,50,
1273002,133346,Kane Brown,Memory,2021-07-31,2,50,
1273002,133346,Kane Brown,Memory,2021-07-24,1,50,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-11-06,17,26,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-10-30,16,26,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-10-23,15,26,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-10-16,14,26,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-10-09,13,26,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-10-02,12,29,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-09-25,11,43,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-09-18,10,45,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-09-11,9,45,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-09-04,8,45,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-08-28,7,50,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-08-21,6,54,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-08-14,5,78,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-08-07,4,78,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-07-31,3,95,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-07-24,2,95,
1198809,165900,Jameson Rodgers,Cold Beer Calling My Name,2021-07-17,1,95,
1291784,169706,Lil Tjay,Not In The Mood,2021-11-06,1,61,
1291788,150334,Moneybagg Yo,Switches & Dracs,2021-11-06,1,69,
1243089,182275,Eslabon Armado,Jugaste y Sufri,2021-11-06,4,69,
1243089,182275,Eslabon Armado,Jugaste y Sufri,2021-10-30,3,69,
1243089,182275,Eslabon Armado,Jugaste y Sufri,2021-10-23,2,69,
1243089,182275,Eslabon Armado,Jugaste y Sufri,2021-10-16,1,75,
1284616,145439,Gunna,Too Easy,2021-11-06,5,38,
1284616,145439,Gunna,Too Easy,2021-10-30,4,38,
1284616,145439,Gunna,Too Easy,2021-10-23,3,38,
1284616,145439,Gunna,Too Easy,2021-10-16,2,38,
1284616,145439,Gunna,Too Easy,2021-10-09,1,38,
1276716,84106,Aventura,Volvi,2021-11-06,13,22,
1276716,84106,Aventura,Volvi,2021-10-30,12,22,
1276716,84106,Aventura,Volvi,2021-10-23,11,22,
1276716,84106,Aventura,Volvi,2021-10-16,10,22,
1276716,84106,Aventura,Volvi,2021-10-09,9,22,
1276716,84106,Aventura,Volvi,2021-10-02,8,22,
1276716,84106,Aventura,Volvi,2021-09-25,7,22,
1276716,84106,Aventura,Volvi,2021-09-18,6,22,
1276716,84106,Aventura,Volvi,2021-09-11,5,22,
1276716,84106,Aventura,Volvi,2021-09-04,4,22,
1276716,84106,Aventura,Volvi,2021-08-28,3,22,
1276716,84106,Aventura,Volvi,2021-08-21,2,22,
1276716,84106,Aventura,Volvi,2021-08-14,1,37,
1241966,135959,BIA,Whole Lotta Money,2021-11-06,16,16,
1241966,135959,BIA,Whole Lotta Money,2021-10-30,15,16,
1241966,135959,BIA,Whole Lotta Money,2021-10-23,14,16,
1241966,135959,BIA,Whole Lotta Money,2021-10-16,13,16,
1241966,135959,BIA,Whole Lotta Money,2021-10-09,12,16,
1241966,135959,BIA,Whole Lotta Money,2021-10-02,11,16,
